weekday,weekday_name,hour,hour_weight,daily_weight,raw_weight
3,Jeudi,15,0.12962733555123968,1.1246891929032812,0.14579046339932655
3,Jeudi,16,0.08767680115986107,1.1246891929032812,0.09860915073282561
3,Jeudi,17,0.103441860602027,1.1246891929032812,0.11633994271290746
3,Jeudi,18,0.06136105623826718,1.1246891929032812,0.06901211681630956
3,Jeudi,19,0.0006467642100560606,1.1246891929032812,0.000727408717406679
3,Jeudi,20,0.0,1.1246891929032812,0.0
3,Jeudi,21,0.0,1.1246891929032812,0.0
3,Jeudi,22,0.0,1.1246891929032812,0.0
3,Jeudi,23,0.0,1.1246891929032812,0.0
3,Jeudi,24,0.0,1.1246891929032812,0.0
4,Vendredi,1,0.0,0.6214958934494704,0.0
4,Vendredi,2,0.0,0.6214958934494704,0.0
4,Vendredi,3,0.0,0.6214958934494704,0.0
4,Vendredi,4,0.0,0.6214958934494704,0.0
4,Vendredi,5,0.0,0.6214958934494704,0.0
4,Vendredi,6,0.0,0.6214958934494704,0.0
4,Vendredi,7,0.0,0.6214958934494704,0.0
4,Vendredi,8,0.0,0.6214958934494704,0.0
4,Vendredi,9,0.08556779879396659,0.6214958934494704,0.053180035561960784
4,Vendredi,10,0.060838059441616216,0.6214958934494704,0.03781060410839926
4,Vendredi,11,0.09578683963259152,0.6214958934494704,0.05953112747815861
4,Vendredi,12,0.1538185775571579,0.6214958934494704,0.0955976142880125
4,Vendredi,13,0.14033467006679004,0.6214958934494704,0.08721742115509633
4,Vendredi,14,0.08090023674642674,0.6214958934494704,0.05027916491699416
4,Vendredi,15,0.12962733555123968,0.6214958934494704,0.080562856723892
4,Vendredi,16,0.08767680115986107,0.6214958934494704,0.05449077187163942
4,Vendredi,17,0.103441860602027,0.6214958934494704,0.06428869157493235
4,Vendredi,18,0.06136105623826718,0.6214958934494704,0.03813564446980506
4,Vendredi,19,0.0006467642100560606,0.6214958934494704,0.00040196130057993236
4,Vendredi,20,0.0,0.6214958934494704,0.0
4,Vendredi,21,0.0,0.6214958934494704,0.0
4,Vendredi,22,0.0,0.6214958934494704,0.0
4,Vendredi,23,0.0,0.6214958934494704,0.0
4,Vendredi,24,0.0,0.6214958934494704,0.0
5,Samedi,1,0.0,0.0,0.0
5,Samedi,2,0.0,0.0,0.0
5,Samedi,3,0.0,0.0,0.0
5,Samedi,4,0.0,0.0,0.0
5,Samedi,5,0.0,0.0,0.0
5,Samedi,6,0.0,0.0,0.0
5,Samedi,7,0.0,0.0,0.0
5,Samedi,8,0.0,0.0,0.0
5,Samedi,9,0.08556779879396659,0.0,0.0
5,Samedi,10,0.060838059441616216,0.0,0.0
5,Samedi,11,0.09578683963259152,0.0,0.0
5,Samedi,12,0.1538185775571579,0.0,0.0
5,Samedi,13,0.14033467006679004,0.0,0.0
5,Samedi,14,0.08090023674642674,0.0,0.0
5,Samedi,15,0.12962733555123968,0.0,0.0
5,Samedi,16,0.08767680115986107,0.0,0.0
5,Samedi,17,0.103441860602027,0.0,0.0
5,Samedi,18,0.06136105623826718,0.0,0.0
5,Samedi,19,0.0006467642100560606,0.0,0.0
5,Samedi,20,0.0,0.0,0.0
5,Samedi,21,0.0,0.0,0.0
5,Samedi,22,0.0,0.0,0.0
5,Samedi,23,0.0,0.0,0.0
5,Samedi,24,0.0,0.0,0.0
6,Dimanche,1,0.0,0.0,0.0
6,Dimanche,2,0.0,0.0,0.0
6,Dimanche,3,0.0,0.0,0.0
6,Dimanche,4,0.0,0.0,0.0
6,Dimanche,5,0.0,0.0,0.0
6,Dimanche,6,0.0,0.0,0.0
6,Dimanche,7,0.0,0.0,0.0
6,Dimanche,8,0.0,0.0,0.0
6,Dimanche,9,0.08556779879396659,0.0,0.0
6,Dimanche,10,0.060838059441616216,0.0,0.0
6,Dimanche,11,0.09578683963259152,0.0,0.0
6,Dimanche,12,0.1538185775571579,0.0,0.0
6,Dimanche,13,0.14033467006679004,0.0,0.0
6,Dimanche,14,0.08090023674642674,0.0,0.0
6,Dimanche,15,0.12962733555123968,0.0,0.0
6,Dimanche,16,0.08767680115986107,0.0,0.0
6,Dimanche,17,0.103441860602027,0.0,0.0
6,Dimanche,18,0.06136105623826718,0.0,0.0
6,Dimanche,19,0.0006467642100560606,0.0,0.0
6,Dimanche,20,0.0,0.0,0.0
6,Dimanche,21,0.0,0.0,0.0
6,Dimanche,22,0.0,0.0,0.0
6,Dimanche,23,0.0,0.0,0.0
6,Dimanche,24,0.0,0.0,0.0
